Symbol,Trade Date,Broker,ADV,Volatility,Beta,Mkt Cap (MM),Side,Order Shares,Executed Shares,POV,P_avg,Pd,P0,Pn,VWAP
ZBRA,8/7/24,Broker B,718495.125,0.81,1.371357441,11356,Buy,27700,27700,0.180347139,227.04,221.56,221.57,227.9,226.9874595
POOL,8/7/24,Broker B,454624.6875,0.43,0.911036551,11186,Sell,14800,14800,0.119056351,299.07,303.45,303.53,303.23,299.1076324
TER,8/7/24,Broker E,4338915.5,0.96,1.628202081,11277,Buy,143800,142000,0.165141581,71.22,69.41,69.55,71.86,71.11953599
JNPR,8/7/24,Broker E,3132681.5,0.19,0.634801924,11379,Buy,94900,94900,0.164758819,34.45,34.18,34.26,34.38,34.3438471
LVS,8/7/24,Broker E,6501377.5,0.57,0.823726475,23008,Sell,72000,72000,0.012926885,32.41,32.67,32.74,32.6,32.49603624
RVTY,8/7/24,Broker C,1219324.5,0.55,0.797572315,10786,Buy,36500,36500,0.037471529,92.43,90.88,90.92,93.46,92.37257307
AKAM,8/7/24,Broker A,2377838.5,0.52,0.784386694,10509,Buy,48500,48500,0.06605345,73.74,72.77,72.66,73.86,73.61857491
ALLE,8/7/24,Broker C,1194745.875,0.34,0.85759753,10607,Buy,2600,2200,0.191074548,125.3,124.65,124.75,125.83,125.3498981
LKQ,8/7/24,Broker B,2848942.25,0.37,0.666749001,10655,Buy,129300,129300,0.178209179,42.3,41.81,41.69,42.47,42.18349653
CHRW,8/7/24,Broker D,1592970,0.4,0.668679476,10554,Buy,27900,27900,0.122014462,90.99,90.09,90.06,91.3,91.00057658
PNW,8/7/24,Broker B,1304774.75,0.23,0.468580067,11116,Sell,40500,40500,0.034949346,93.18,94.19,94.05,93.7,93.18700079
BG,8/7/24,Broker C,1928443.25,0.39,0.430640489,10557,Buy,86700,86700,0.196509859,80.17,78.96,79,80.69,80.12657578
FOXA,8/7/24,Broker E,4894352,0.5,0.622418344,20638,Buy,58500,58500,0.123059038,48.41,47.78,47.97,48.6,48.29998275
JBHT,8/7/24,Broker C,1416926.375,0.6,0.961994886,12713,Buy,19600,19600,0.136780272,129.07,127.3,127.35,130.31,129.0318581
UHS,8/7/24,Broker A,936496.0625,0.52,0.833979607,10240,Buy,37100,37100,0.134766964,178.32,175.07,175.08,178.86,178.2049453
ERIE,8/7/24,Broker D,135175.3594,0.4,0.544575632,20663,Sell,2700,2700,0.188547235,403.56,408,407.98,404.24,403.6397265
PAYC,8/7/24,Broker B,727074.8125,0.56,0.874895334,11929,Buy,21300,21300,0.155434718,217.67,214.2,213.99,219.68,217.5952798
GL,8/7/24,Broker D,742776.5625,0.45,0.797355115,9754,Sell,15000,15000,0.122538379,119.03,120.44,120.47,119.63,119.0699711
TAP,8/7/24,Broker E,2594431.25,0.27,0.463173449,11908,Sell,68900,68900,0.054547736,58.39,58.7,58.82,58.67,58.47131949
KMX,8/7/24,Broker C,3893916.5,0.76,0.924367547,9517,Buy,97500,97500,0.034265566,65.21,63.76,63.94,65.42,65.18418066
TKO,8/7/24,Broker B,2176504.5,0.48,0.791934609,28227,Buy,30000,30000,0.168100396,151.23,149.39,149.45,151.7,151.1459086
NDSN,8/7/24,Broker D,408402.3438,0.53,1.068100691,10080,Buy,16900,16900,0.110336323,181.8,178.62,178.66,181.89,181.7565876
NWSA,8/7/24,Broker E,4041857,0.41,0.929095805,15160,Buy,53600,53600,0.165884389,26.05,25.64,25.84,25.91,25.90901156
AIZ,8/7/24,Broker E,495442.1563,0.43,0.737580895,9353,Sell,20800,20800,0.155252461,185.85,188.46,188.4,187.99,185.9456284
HST,8/7/24,Broker B,11824158,0.56,1.002946138,9439,Sell,431400,431400,0.151588981,13.19,13.5,13.44,13.43,13.25729069
INCY,8/7/24,Broker A,2254369,0.47,0.670278668,10992,Buy,100800,100800,0.170753443,58.61,57.48,57.58,58.6,58.55505653
BXP,8/7/24,Broker B,1637994.625,0.49,1.16145134,9899,Buy,61700,61700,0.113754178,63.93,62.87,62.86,64.92,63.89266628
SOLV,8/7/24,Broker D,1395912.125,0.51,1.5,11062,Sell,13500,11500,0.027317511,64.95,65.68,65.57,64.97,64.95365121
VTRS,8/7/24,Broker B,15793166,0.48,0.810708165,9036,Buy,440300,419400,0.102166642,7.56,7.5,7.45,7.49,7.490794004
SWKS,8/7/24,Broker C,4347467,0.93,1.274859548,8720,Buy,59800,59800,0.140548613,55.83,54.67,54.8,56.42,55.85292433
IPG,8/7/24,Broker B,8651978,0.5,0.892075121,8757,Sell,364100,364100,0.154095532,22.97,23.5,23.39,23.12,23.00361897
HRL,8/7/24,Broker C,3378499.75,0.26,0.42143631,16717,Sell,138800,138800,0.076517438,29.91,30.45,30.23,30.06,29.9671224
EMN,8/7/24,Broker B,1493853.5,0.57,1.016051292,8883,Buy,51100,51100,0.180703265,77.73,76.16,76.33,78.51,77.64924369
SWK,8/7/24,Broker A,2905021.75,0.8,1.096431136,8711,Sell,139200,139200,0.069761527,54.72,56.13,56.23,55.41,54.84028701
MOS,8/7/24,Broker D,5865110.5,0.52,0.943756461,8629,Sell,258500,258500,0.098927406,26.72,27.16,27.2,27.19,26.81035729
DAY,8/7/24,Broker A,2080966.125,0.61,1.275922179,8282,Sell,14700,14700,0.171286033,52.36,53.03,52.99,52.57,52.47202086
HII,8/7/24,Broker A,780269.9375,0.46,1.021251202,8548,Sell,13800,12200,0.177307419,215.35,218.32,218.09,215.73,215.421901
MKTX,8/7/24,Broker C,684962.75,0.29,0.569458306,8374,Sell,33800,33800,0.132489289,222.04,224.9,224.79,222.35,222.0513934
MRNA,8/7/24,Broker B,9824392,0.7,1.143159986,9716,Sell,407200,407200,0.075121789,23.39,24.03,23.93,23.66,23.44466199
EPAM,8/7/24,Broker A,775269.125,0.59,1.141998291,8339,Sell,1700,1700,0.11911003,144.76,146,145.93,145.79,144.8284752
RL,8/7/24,Broker B,1348353,0.81,1.060222864,12602,Buy,43100,43100,0.100987058,209.58,204.72,204.84,213.26,209.516779
HSIC,8/7/24,Broker D,1568497.375,0.35,0.590051532,7728,Buy,7300,6400,0.121941652,64.48,64.22,64.13,64.69,64.49983163
WBA,8/7/24,Broker B,19665150,0.15,0.587754667,9400,Sell,215300,215300,0.160918779,10.86,10.86,10.91,10.89,10.89070401
LW,8/7/24,Broker C,2839034,0.55,0.564399183,7269,Sell,75300,75300,0.026345272,51.93,52.81,52.77,52.28,51.93794748
TECH,8/7/24,Broker D,2193590.5,0.64,0.978624701,7511,Sell,41800,41800,0.029706925,46.33,47.23,47.05,46.46,46.35814453
AOS,8/7/24,Broker D,1550288.375,0.3,0.872556567,8857,Sell,35100,35100,0.175898331,61.96,62.62,62.53,62.34,62.01310502
CPB,8/7/24,Broker D,3745423,0.32,0.404911965,11203,Buy,133200,133200,0.145453839,37.88,37.5,37.46,38.11,37.81439953
MTCH,8/7/24,Broker A,5115680.5,0.44,0.591599047,7173,Sell,14800,14800,0.185374922,28.67,28.86,28.88,28.86,28.73477975
AES,8/7/24,Broker E,14259086,0.58,0.945910573,6977,Sell,619100,619100,0.155149966,9.75,10.06,9.93,9.93,9.852016907
FRT,8/7/24,Broker C,981473.5,0.43,0.80000782,7917,Sell,35000,35000,0.190804122,91.23,92.69,92.59,91.88,91.23259955
NCLH,8/7/24,Broker D,16253093,0.88,1.468388319,7114,Buy,718200,718200,0.117720898,16.89,16.3,16.45,16.87,16.83074188
ENPH,8/7/24,Broker D,3664565.5,0.72,1.072749496,6772,Sell,27800,27800,0.056464697,51.2,51.94,51.82,51.57,51.26485871
HAS,8/7/24,Broker D,2073502.25,0.59,0.878377974,7210,Buy,69800,69800,0.15688239,52.59,51.91,51.68,53.31,52.54947798
WYNN,8/7/24,Broker A,2804277.75,0.64,0.920791984,7958,Buy,12400,12400,0.067369286,75.74,74.77,74.95,76.27,75.6637496
GNRC,8/7/24,Broker B,931832.75,0.64,1.488258839,6354,Sell,17400,17400,0.183568336,107.49,109.46,109.27,108.05,107.5656819
PARA,8/7/24,Broker D,9434556,0.34,0.801711023,7689,Sell,351200,351200,0.089781999,10.81,10.85,10.94,10.92,10.91369633
MGM,8/7/24,Broker B,6752680,0.67,1.398429513,8183,Buy,244200,213900,0.153085196,29.26,28.66,28.68,29.42,29.19842578
ALB,8/7/24,Broker C,3355922.75,0.93,1.281180859,6238,Buy,37200,37200,0.08419205,53.43,52.5,52.52,53.63,53.39948496
DVA,8/7/24,Broker C,909545.5,0.38,0.739418805,10680,Buy,32200,32200,0.182761566,141.96,140.18,140.09,142.41,141.9627602
APA,8/7/24,Broker A,9381971,1.05,0.943391263,5606,Buy,135500,135500,0.09323679,15.97,15.63,15.63,15.93,15.85449654
FOX,8/7/24,Broker B,1367305.625,0.52,0.653857589,20638,Sell,65100,65100,0.084849508,43.15,44.17,43.99,43.55,43.20796303
IVZ,8/7/24,Broker C,6818165,0.68,1.153514981,5575,Buy,217400,217400,0.184314024,12.68,12.58,12.43,12.79,12.6559947
BEN,8/7/24,Broker D,5018205,0.5,0.993404508,9116,Buy,68200,57800,0.166782777,17.68,17.41,17.5,17.75,17.62715618
CRL,8/7/24,Broker C,1923912.25,1.15,0.819497168,5043,Buy,70800,70800,0.199536482,107.2,103.9,103.98,108.87,107.1851594
CZR,8/7/24,Broker B,6304107,0.76,1.529064894,5300,Buy,71700,71700,0.070245371,25.68,25.16,25.29,25.85,25.61327192
MHK,8/7/24,Broker E,818728.5,0.53,1.147715569,6250,Buy,5000,5000,0.166355387,101.86,101.08,101.13,102.15,101.7000303
NWS,8/7/24,Broker A,946888.9375,0.42,0.94787389,15160,Buy,24100,23200,0.130928841,30.23,29.74,29.82,30.2,30.1556111
AAPL,8/8/24,Broker C,72106864,0.68,1.041596293,2901664,Buy,3640700,3640700,0.050178146,194.4,189.81,189.97,198.24,194.4053753
MSFT,8/8/24,Broker B,26193634,0.4,0.991805494,2669692,Sell,1795600,1795600,0.103924076,349.12,355.67,355.5,353.26,349.1609219
NVDA,8/8/24,Broker B,323825056,0.81,1.904370189,2364604,Buy,30601400,30601400,0.112445567,98.24,95.04,95.05,100.94,98.18442359
AMZN,8/8/24,Broker A,56974192,0.58,1.184175968,1775661,Sell,3565300,3565300,0.127322181,161.72,165.29,165.07,164.4,161.7961607
META,8/8/24,Broker C,20542520,0.67,1.181922793,1223500,Buy,1281200,1281200,0.155767382,491.81,479.8,479.89,502.1,491.7697305
GOOGL,8/8/24,Broker D,38393644,0.46,0.987897754,1813077,Sell,3461000,3461000,0.141164775,142.91,146.1,145.95,143.99,142.984874
AVGO,8/8/24,Broker E,37874508,0.79,1.959495664,781511,Buy,2972300,2972300,0.162510567,166.89,161.61,161.72,169.69,166.7975711
GOOG,8/8/24,Broker D,24951546,0.46,0.98287636,1813077,Buy,1543200,1543200,0.174505201,151.26,148.4,148.56,153.03,151.2027288
TSLA,8/8/24,Broker E,140806080,1.03,1.58415544,731758,Buy,9022200,9022200,0.138730832,230.96,222.79,222.91,236.85,230.8157922
LLY,8/8/24,Broker D,3938780.25,0.57,0.776895583,775474,Buy,238800,238800,0.122081496,824.33,807,807.15,833.62,824.3368085
JPM,8/8/24,Broker A,14446872,0.49,1.117400289,637278,Buy,1409100,1409100,0.168413507,231.02,226.34,226.27,234.35,230.9414129
V,8/8/24,Broker A,7732261.5,0.41,0.824475527,643335,Buy,460900,460900,0.1832448,321.28,316.65,316.55,321.68,321.1476348
XOM,8/8/24,Broker E,19817686,0.42,0.607271492,455670,Buy,1580700,1580700,0.11532135,106.37,104.12,104.23,108.15,106.274233
COST,8/8/24,Broker D,2917253,0.35,0.817268252,424947,Buy,225100,225100,0.144094995,958.16,942.97,943.12,969.77,958.0981432
MA,8/8/24,Broker D,3392971.25,0.4,0.856543481,463128,Buy,277100,247900,0.163272561,512.37,503.54,503.64,514.47,512.3502726
UNH,8/8/24,Broker D,6109557,0.85,0.466492683,387145,Buy,386100,386100,0.10181458,437.36,424.81,424.9,446.94,437.3301273
NFLX,8/8/24,Broker C,5633900.5,0.49,1.128229022,420426,Sell,369700,350000,0.115661322,953.93,973.05,973.02,971.27,953.9756746
WMT,8/8/24,Broker A,27689224,0.42,0.781679511,740837,Sell,1408900,1408900,0.087926884,90.04,91.34,91.35,90.42,90.16135333
PG,8/8/24,Broker E,9135826,0.29,0.483530194,388659,Buy,701900,674900,0.151476866,166.61,164.28,164.05,168.43,166.5133734
JNJ,8/8/24,Broker A,10849724,0.33,0.518104196,378153,Buy,657700,657700,0.076016491,157.47,155.49,155.53,158.18,157.3769876
HD,8/8/24,Broker C,4276120,0.36,0.904466271,344794,Buy,225400,214500,0.121232955,346.88,341.8,341.94,349.06,346.9042258
ABBV,8/8/24,Broker E,8754635,0.36,0.487410396,301009,Buy,722500,722500,0.126387551,171.78,168.54,168.63,173.16,171.6479653
KO,8/8/24,Broker A,20127234,0.24,0.439482689,313171,Buy,1640800,1640800,0.076997095,72.78,71.82,72.01,72.79,72.69926833
PM,8/8/24,Broker D,7038256,0.31,0.448695272,252431,Sell,539600,539600,0.085702963,156.88,159.17,159.19,158.4,156.9494183
BAC,8/8/24,Broker B,58030748,0.54,1.156621456,280695,Sell,3590200,3590200,0.083834652,35.66,36.5,36.45,35.98,35.70908409
CRM,8/8/24,Broker D,7202936.5,0.47,1.214108348,227046,Sell,643100,643100,0.149902546,227.7,232.77,232.61,232.19,227.7858955
CVX,8/8/24,Broker A,11178586,0.49,0.715148687,233589,Buy,729600,635900,0.193342332,134.77,132.33,132.51,135.99,134.6573883
ABT,8/8/24,Broker D,8016111.5,0.3,0.586934447,225271,Buy,577200,577200,0.151077452,130.16,128.51,128.39,130.82,130.1311876
MCD,8/8/24,Broker C,4345218,0.28,0.59120661,220757,Buy,350000,350000,0.142794653,309.55,305.12,305.24,311.12,309.5094092
CSCO,8/8/24,Broker C,26598580,0.43,0.881947041,216300,Buy,2372200,2372200,0.085367877,55.16,53.83,54.07,55.93,55.1813982
IBM,8/8/24,Broker C,5153453.5,0.39,0.758216262,219038,Sell,389000,389000,0.11512301,228.73,232.93,232.85,229.33,228.7295552
LIN,8/8/24,Broker C,2600478.25,0.37,0.727685034,209902,Buy,182300,182300,0.141995363,447.69,440.27,440.39,449.72,447.6898417
WFC,8/8/24,Broker B,20418954,0.5,0.994544625,209003,Buy,1406200,1406200,0.162274125,64.83,63.4,63.49,64.9,64.80612039
ORCL,8/8/24,Broker E,12495883,0.58,1.279027343,344416,Buy,741400,663000,0.153696386,124.08,121.24,121.34,125.1,123.9912854
MRK,8/8/24,Broker C,18299742,0.35,0.553353965,195901,Buy,1261400,1261400,0.091367336,78.22,76.99,77,79.14,78.24650595
PEP,8/8/24,Broker A,7963296,0.27,0.47175014,194356,Buy,771900,771900,0.164509856,142.47,140.57,140.69,142.44,142.362494
GE,8/8/24,Broker D,6722253,0.57,1.188797116,190224,Buy,484800,484800,0.083236115,180.01,176.02,176.02,181.77,179.9803862
T,8/8/24,Broker D,45441512,0.33,0.480280787,189002,Buy,3472700,3090300,0.187867886,26.67,26.16,26.29,26.88,26.62734361
PLTR,8/8/24,Broker B,110576536,0.91,2.046456575,212958,Sell,11449400,10483800,0.111725575,85.95,89.31,89.22,86.79,85.99377884
VZ,8/8/24,Broker C,29510090,0.34,0.553383589,184170,Buy,2592500,2592500,0.15408842,43.38,42.68,42.66,43.78,43.39408949
ACN,8/8/24,Broker D,4422696,0.44,0.80521059,175001,Sell,283200,239700,0.116587091,271.44,275.98,276.07,272.17,271.4899098
ISRG,8/8/24,Broker D,2817014.75,0.61,1.206331491,167787,Sell,157300,157300,0.120809283,452.97,463.05,463.05,459.79,453.0349394
RTX,8/8/24,Broker C,5422184.5,0.41,0.707878292,168382,Buy,300800,300800,0.180499861,127.03,124.73,124.97,128.47,127.0076426
INTU,8/8/24,Broker C,1932800.125,0.43,1.002376318,159026,Buy,102900,102900,0.088824805,568.51,559.1,559.09,572.52,568.5007153
TMO,8/8/24,Broker E,2260051.5,0.45,0.859779418,159245,Buy,119600,116500,0.105740331,424.44,416.62,416.63,427.18,424.3310184
NOW,8/8/24,Broker C,2160465,0.62,1.252818584,156492,Buy,119900,119900,0.14408071,759.14,742.41,742.44,764.97,759.0439538
GS,8/8/24,Broker D,3531042.75,0.6,1.261187077,161610,Buy,274100,274100,0.106598867,506.77,494.68,494.8,515.45,506.7199093
UBER,8/8/24,Broker D,19155544,0.55,1.195605874,152495,Buy,1221700,1221700,0.194978693,73.01,71.27,71.5,73.87,72.92589315
PGR,8/8/24,Broker D,3972077.25,0.43,0.573527932,150903,Buy,212900,212900,0.073434798,258.35,254.21,254.18,261.73,258.3491851
DIS,8/8/24,Broker D,11873562,0.58,0.890657663,151854,Buy,1052100,1052100,0.093275098,84.97,82.98,82.92,86.82,84.91362392
ADBE,8/8/24,Broker B,4928740.5,0.59,1.125434399,146280,Buy,350300,350300,0.071613922,347.08,338.64,338.9,350.07,347.0016096
BKNG,8/8/24,Broker A,318188.8125,0.47,1.077503562,145622,Buy,27300,27300,0.17910971,4455.43,4371.12,4371.09,4513.28,4455.298523
QCOM,8/8/24,Broker D,9248309,0.67,1.497467756,150571,Buy,723800,723800,0.170172552,137.08,133.36,133.55,138.05,137.0359357
AMGN,8/8/24,Broker D,3351891,0.33,0.565429389,147144,Buy,350000,321900,0.167794574,274.82,270.36,270.36,277.21,274.7483577
SPGI,8/8/24,Broker D,1517246.25,0.42,1.000825882,140911,Buy,128000,118800,0.155178661,452.32,444.06,444.12,453.36,452.2783899
TJX,8/8/24,Broker B,6671403,0.3,0.678406835,138498,Buy,439700,439700,0.186028273,124.08,122.25,122.32,124.67,123.979922
AMD,8/8/24,Broker E,41816476,0.95,1.692152262,139004,Sell,2593800,2593800,0.120444655,80.86,83.75,83.68,83.5,80.947174
CAT,8/8/24,Broker D,3281743.25,0.5,1.076455116,136086,Sell,173500,173500,0.081363163,277.25,282.46,282.42,278.79,277.2825747
BSX,8/8/24,Broker D,9649542,0.42,0.887817025,138411,Buy,710600,710600,0.08912562,94.34,92.7,92.67,95.09,94.2940813
AXP,8/8/24,Broker B,4197011.5,0.62,1.152603507,169900,Sell,235200,235200,0.108013705,233.58,239.27,239.1,233.72,233.6487686
NEE,8/8/24,Broker A,13180131,0.37,0.569819272,133149,Sell,1244600,1244600,0.145386541,62.55,63.64,63.59,63.45,62.58413829
TXN,8/8/24,Broker C,8989339,0.71,1.09406817,132493,Buy,842900,842900,0.127982555,146.95,142.64,142.68,148.27,146.9615716
MS,8/8/24,Broker B,9562043,0.6,1.288030863,170984,Sell,478900,478900,0.141301895,102.41,104.78,104.68,103.64,102.4666836
UNP,8/8/24,Broker C,3233668.5,0.38,0.845109522,129483,Buy,171400,171400,0.102985474,216.68,213.36,213.41,218.11,216.6789614
GILD,8/8/24,Broker A,10361147,0.28,0.585657597,129908,Buy,964000,964000,0.120884798,104.34,103.09,103.02,105.47,104.296014
SCHW,8/8/24,Broker E,12408055,0.45,1.128342867,139918,Sell,1092300,1018400,0.157012398,72.04,73.76,73.64,72.39,72.1759604
CMCSA,8/8/24,Broker C,28652040,0.38,0.723178506,127042,Buy,2571500,2360600,0.180989258,33.92,33.25,33.32,33.98,33.91552206
HON,8/8/24,Broker A,4912729.5,0.44,0.834966779,124940,Buy,280700,280700,0.095474131,195.12,192.12,192.13,195.04,195.0065145
BLK,8/8/24,Broker C,1083176.875,0.51,1.162742853,132389,Sell,71500,71500,0.065109844,828.33,845.82,845.79,845.62,828.3156242
TMUS,8/8/24,Broker E,4545863,0.35,0.688813746,288121,Sell,328500,328500,0.172938794,246.28,250.87,250.69,248.54,246.3830419
VRTX,8/8/24,Broker E,1611804.375,0.24,0.849466443,122761,Sell,93000,84800,0.063617994,467.15,472.9,472.99,467.7,467.2219768
PFE,8/8/24,Broker E,61340208,0.31,0.494620919,124999,Buy,4291500,4291500,0.166722413,22.44,21.87,22.09,22.44,22.34012364
LOW,8/8/24,Broker A,2954811.25,0.36,0.888534725,119089,Buy,188700,160700,0.091724631,213.11,210.41,210.4,215.12,213.0058164
BA,8/8/24,Broker C,10290827,0.72,1.262373209,119889,Buy,619900,619900,0.091089303,160.59,156.47,156.54,163.58,160.6084562
DHR,8/8/24,Broker B,4341055.5,0.51,0.908220112,132330,Buy,221800,221800,0.108636308,185.32,181.94,181.8,187.49,185.3403636
ADP,8/8/24,Broker B,2150195,0.35,0.787215412,115897,Buy,119200,119200,0.167978621,284.69,280.34,280.44,287.02,284.6042828
SYK,8/8/24,Broker A,1907405.125,0.37,0.750790775,129618,Buy,174200,174200,0.172296675,340.77,335.12,335.34,345.47,340.6946907
C,8/8/24,Broker C,20884940,0.6,1.245760441,117993,Sell,1905400,1905400,0.084022575,60.26,61.95,61.88,61.28,60.25141009
FI,8/8/24,Broker C,3409129.25,0.43,0.87523675,116342,Buy,199800,199800,0.113808489,208.05,204.34,204.49,209.34,208.0183792
DE,8/8/24,Broker D,1539067.125,0.43,0.961758375,119846,Buy,161600,142600,0.172430397,444.7,435.95,436,452.53,444.6431946
COP,8/8/24,Broker A,10939566,0.67,0.772891283,110678,Sell,1061800,1061800,0.197700763,84.01,86.33,86.34,85.73,84.09743899
AMAT,8/8/24,Broker B,8732342,0.7,1.516796589,110130,Sell,533800,533800,0.107356183,129.52,132.8,132.98,132.71,129.5335314
PANW,8/8/24,Broker C,5760672,0.58,1.216528773,105969,Sell,611400,572900,0.138155667,153.38,157.6,157.51,153.84,153.3691757
MMC,8/8/24,Broker D,2447921.75,0.33,0.590217888,104508,Buy,180800,179600,0.091602447,213.08,209.92,209.94,214.17,212.9890584
CB,8/8/24,Broker A,2063046.375,0.31,0.533117235,112104,Sell,117800,117800,0.081152261,274.16,277.32,277.35,275.18,274.2620516
ETN,8/8/24,Broker E,3941023.75,0.6,1.268835664,101652,Buy,387100,387100,0.147823324,262.37,255.1,255.15,268.57,262.2506271
MDT,8/8/24,Broker D,8498045,0.29,0.682784915,104912,Sell,796700,796700,0.196115379,79.81,81.16,81.01,80.71,79.90144047
AMT,8/8/24,Broker C,3553526.5,0.31,0.532872975,102045,Sell,271500,271500,0.112386897,211.85,215.13,215.07,212.67,211.8196272
SO,8/8/24,Broker A,5008373,0.23,0.426127642,99270,Sell,362900,353300,0.123710851,88.7,89.58,89.56,89.49,88.80997047
BMY,8/8/24,Broker B,13893362,0.33,0.433606565,99581,Buy,1152500,1152500,0.130461227,49.09,48.16,48.29,49.16,49.04164835
MO,8/8/24,Broker B,12420729,0.23,0.458243698,97184,Sell,900600,823900,0.126208331,56.26,57.02,56.94,56.79,56.33045582
ELV,8/8/24,Broker E,1897402.5,0.34,0.451055408,92069,Sell,159900,159900,0.079352185,394.72,402.21,401.99,397.51,394.8652636
LMT,8/8/24,Broker A,1811621.75,0.34,0.528686762,107512,Sell,166900,166900,0.187253929,445.94,452.79,452.79,450.41,446.057001
BX,8/8/24,Broker E,6410232,0.74,1.327261329,147576,Buy,530400,518100,0.117702587,122.31,118.65,118.66,123.99,122.183061
PLD,8/8/24,Broker B,6284098,0.54,1.035050511,93652,Buy,426600,360700,0.182380144,99.1,97.1,97.06,100.71,99.0518642
CME,8/8/24,Broker C,3201366.75,0.23,0.449448019,93818,Buy,227100,205700,0.193841565,260.92,257.89,258.01,263.5,260.9011791
DUK,8/8/24,Broker B,4900300,0.24,0.36730212,93375,Buy,471400,455800,0.135343489,120.69,118.99,119.05,121.47,120.6303331
SBUX,8/8/24,Broker D,11626514,0.59,1.146592379,91644,Sell,1037900,1037900,0.182445119,76.05,78.13,78.01,77.88,76.06251007
CRWD,8/8/24,Broker A,4596504.5,0.73,1.664388299,89901,Sell,332800,332800,0.068332363,346.39,355.66,355.6,348.75,346.4768843
ICE,8/8/24,Broker D,4024815.75,0.28,0.815884113,89064,Buy,360900,360900,0.159035113,155.21,153.13,153.04,156.69,155.1103639
CI,8/8/24,Broker E,1856092.125,0.26,0.510866761,88048,Buy,165500,165500,0.180322429,327.13,322.11,322.18,328.79,327.0244986
WELL,8/8/24,Broker E,3609059,0.31,0.67238766,93593,Buy,189600,189600,0.19010095,143.77,141.55,141.7,145.17,143.64402
GEV,8/8/24,Broker A,4296794.5,0.8,1.5,85579,Sell,335100,335100,0.151516562,297.4,306.21,306.18,300.74,297.443368
ADI,8/8/24,Broker C,4588623,0.77,1.321415544,86791,Buy,418200,418200,0.185297032,176.27,171,170.89,178.02,176.2935578
MCK,8/8/24,Broker D,1129723.5,0.27,0.501902699,85534,Buy,71400,71400,0.130550889,683.64,675.38,675.45,687.14,683.5970057
MDLZ,8/8/24,Broker A,10405951,0.27,0.409132928,87785,Sell,580700,580700,0.14090493,66.19,66.91,66.87,66.63,66.31750781
CVS,8/8/24,Broker B,10635882,0.33,0.764965117,82270,Buy,631800,631800,0.082575173,65.39,64.45,64.43,65.94,65.33715412
WM,8/8/24,Broker B,1838091.625,0.25,0.538219333,91559,Buy,130000,130000,0.160391501,227.31,224.29,224.41,229.26,227.2634915
KLAC,8/8/24,Broker C,1346563.125,0.74,1.578629613,82496,Buy,114200,114200,0.191915388,625.85,607.7,607.74,633.35,625.8194339
AJG,8/8/24,Broker B,1667881.125,0.34,0.612837076,81682,Buy,113100,105800,0.144748912,320.72,315.71,315.81,322.27,320.6476516
INTC,8/8/24,Broker C,111931832,0.93,1.574641943,82154,Sell,8409400,8185900,0.071700062,17.7,18.25,18.31,17.78,17.71215527
